image,url,label,url_length,num_dots,has_ip,has_https,has_at_symbol,has_shortener,subdomain_length,is_brand_mismatch
benign_13431.png,"13431    https://www.eriehighlightreel.com/2010/12/01/2...
Name: url, dtype: object",0,83,5,False,True,False,False,0,False
benign_13436.png,"13436    https://www.erimha.ifmerch.com/en/
Name: url, dtype: object",0,68,3,False,True,False,False,0,False
benign_13441.png,"13441    https://www.erinheschwell.com/
Name: url, dtype: object",0,64,2,False,True,False,False,0,False
benign_13448.png,"13448    https://www.erisalaw.blogspot.com/
Name: url, dtype: object",0,68,3,False,True,False,True,0,False
benign_13453.png,"13453    https://www.erniesautographs.com/
Name: url, dtype: object",0,67,2,False,True,False,False,0,False
benign_13458.png,"13458    https://www.eroticafilms.blogspot.com/2010/12/...
Name: url, dtype: object",0,83,6,False,True,False,True,0,False
benign_13463.png,"13463    https://www.erp.technologyevaluation.com/
Name: url, dtype: object",0,75,3,False,True,False,False,0,False
benign_13468.png,"13468    https://www.es.famozz.com/actors/doug-savant
Name: url, dtype: object",0,78,3,False,True,False,False,0,False
benign_13473.png,"13473    https://www.es.goldenmap.com/California_Golden...
Name: url, dtype: object",0,83,6,False,True,False,False,0,False
benign_13478.png,"13478    https://www.es.goldenmap.com/Margo
Name: url, dtype: object",0,68,3,False,True,False,False,0,False
benign_1348.png,"1348    https://www.en.wikipedia.org/wiki/Buddy_O%27Co...
Name: url, dtype: object",0,82,6,False,True,False,False,0,False
benign_13483.png,"13483    https://www.es.goldenmap.com/Teletoon
Name: url, dtype: object",0,71,3,False,True,False,False,0,False
benign_13488.png,"13488    https://www.es.scoresway.com/?sport=tennis&pag...
Name: url, dtype: object",0,83,6,False,True,False,False,0,False
benign_13493.png,"13493    https://www.esask.uregina.ca/entry/bronfman_fa...
Name: url, dtype: object",0,83,6,False,True,False,False,0,False
benign_13498.png,"13498    https://www.esbcm.asp.visard.ca/PrintRecord.ht...
Name: url, dtype: object",0,83,8,False,True,False,False,0,False
benign_13503.png,"13503    https://www.escholarship.org/uc/item/5g6357wv
Name: url, dtype: object",0,79,2,False,True,False,False,0,False
benign_13505.png,"13505    https://www.eschungary.hu/lista/lista_mind.xhtml
Name: url, dtype: object",0,82,3,False,True,False,False,0,False
benign_13510.png,"13510    https://www.escorteamontreal.com/
Name: url, dtype: object",0,67,2,False,True,False,False,0,False
benign_13515.png,"13515    https://www.escortstd.com/people/gay_sock_fettish
Name: url, dtype: object",0,83,2,False,True,False,False,0,False
benign_1352.png,"1352    https://www.en.wikipedia.org/wiki/Buffalo_Sabres
Name: url, dtype: object",0,81,3,False,True,False,False,0,False
benign_13520.png,"13520    https://www.eserver.org/fiction/scott-misc-pro...
Name: url, dtype: object",0,83,5,False,True,False,False,0,False
benign_13525.png,"13525    https://www.esl.about.com/
Name: url, dtype: object",0,60,3,False,True,False,True,0,False
benign_13530.png,"13530    https://www.esmerine.tumblr.com/post/128695518...
Name: url, dtype: object",0,83,6,False,True,False,False,0,False
benign_13535.png,"13535    https://www.espanimation.com/
Name: url, dtype: object",0,63,2,False,True,False,False,0,False
benign_13540.png,"13540    https://www.esperanceesperanza.wordpress.com/c...
Name: url, dtype: object",0,83,6,False,True,False,False,0,False
benign_13545.png,"13545    https://www.espn.go.com/action/athlete/_/id/60...
Name: url, dtype: object",0,83,6,False,True,False,False,0,False
benign_13550.png,"13550    https://www.espn.go.com/action/skateboarding/s...
Name: url, dtype: object",0,83,6,False,True,False,False,0,False
benign_13555.png,"13555    https://www.espn.go.com/blog/acc/tag/_/name/do...
Name: url, dtype: object",0,83,6,False,True,False,False,0,False
benign_13560.png,"13560    https://www.espn.go.com/blog/afceast/tag/_/nam...
Name: url, dtype: object",0,83,6,False,True,False,False,0,False
benign_13565.png,"13565    https://www.espn.go.com/blog/afcsouth/category...
Name: url, dtype: object",0,83,6,False,True,False,False,0,False
benign_13566.png,"13566    https://www.espn.go.com/blog/afcsouth/category...
Name: url, dtype: object",0,83,6,False,True,False,False,0,False
benign_13571.png,"13571    https://www.espn.go.com/blog/afcwest/post/_/id...
Name: url, dtype: object",0,83,6,False,True,False,False,0,False
benign_13576.png,"13576    https://www.espn.go.com/blog/big12/post/_/id/7...
Name: url, dtype: object",0,83,6,False,True,False,False,0,False
benign_1358.png,"1358    https://www.en.wikipedia.org/wiki/Bunim/Murray...
Name: url, dtype: object",0,82,6,False,True,False,False,0,False
benign_13581.png,"13581    https://www.espn.go.com/blog/bigeast/post/_/id...
Name: url, dtype: object",0,83,6,False,True,False,False,0,False
benign_13586.png,"13586    https://www.espn.go.com/blog/bigten/post/_/id/...
Name: url, dtype: object",0,83,6,False,True,False,False,0,False
benign_13591.png,"13591    https://www.espn.go.com/blog/bigten/tag/_/name...
Name: url, dtype: object",0,83,6,False,True,False,False,0,False
benign_13596.png,"13596    https://www.espn.go.com/blog/boston/high-schoo...
Name: url, dtype: object",0,83,6,False,True,False,False,0,False
benign_13601.png,"13601    https://www.espn.go.com/blog/boston/red-sox/po...
Name: url, dtype: object",0,83,6,False,True,False,False,0,False
benign_13606.png,"13606    https://www.espn.go.com/blog/chicago/blackhawk...
Name: url, dtype: object",0,83,6,False,True,False,False,0,False
benign_13611.png,"13611    https://www.espn.go.com/blog/chicago/fire/tag/...
Name: url, dtype: object",0,83,6,False,True,False,False,0,False
benign_13616.png,"13616    https://www.espn.go.com/blog/collegebasketball...
Name: url, dtype: object",0,83,6,False,True,False,False,0,False
benign_13621.png,"13621    https://www.espn.go.com/blog/collegebasketball...
Name: url, dtype: object",0,83,6,False,True,False,False,0,False
benign_13625.png,"13625    https://www.espn.go.com/blog/collegebasketball...
Name: url, dtype: object",0,83,6,False,True,False,False,0,False
benign_13630.png,"13630    https://www.espn.go.com/blog/collegebasketball...
Name: url, dtype: object",0,83,6,False,True,False,False,0,False
benign_13635.png,"13635    https://www.espn.go.com/blog/collegebasketball...
Name: url, dtype: object",0,83,6,False,True,False,False,0,False
benign_1364.png,"1364    https://www.en.wikipedia.org/wiki/Burt_Bacharach
Name: url, dtype: object",0,81,3,False,True,False,False,0,False
benign_13640.png,"13640    https://www.espn.go.com/blog/dallas/soccer/pos...
Name: url, dtype: object",0,83,6,False,True,False,False,0,False
benign_13645.png,"13645    https://www.espn.go.com/blog/dallas/soccer/pos...
Name: url, dtype: object",0,83,6,False,True,False,False,0,False
benign_13650.png,"13650    https://www.espn.go.com/blog/dallas/soccer/tag...
Name: url, dtype: object",0,83,6,False,True,False,False,0,False
benign_13655.png,"13655    https://www.espn.go.com/blog/dallas/stars/post...
Name: url, dtype: object",0,83,6,False,True,False,False,0,False
benign_13660.png,"13660    https://www.espn.go.com/blog/dallas/texas-rang...
Name: url, dtype: object",0,83,6,False,True,False,False,0,False
benign_13665.png,"13665    https://www.espn.go.com/blog/los-angeles/dodge...
Name: url, dtype: object",0,83,6,False,True,False,False,0,False
benign_13670.png,"13670    https://www.espn.go.com/blog/los-angeles/preps...
Name: url, dtype: object",0,83,6,False,True,False,False,0,False
benign_13675.png,"13675    https://www.espn.go.com/blog/los-angeles/socce...
Name: url, dtype: object",0,83,6,False,True,False,False,0,False
benign_13680.png,"13680    https://www.espn.go.com/blog/los-angeles/socce...
Name: url, dtype: object",0,83,6,False,True,False,False,0,False
benign_13685.png,"13685    https://www.espn.go.com/blog/ncfnation
Name: url, dtype: object",0,72,3,False,True,False,False,0,False
benign_13690.png,"13690    https://www.espn.go.com/blog/ncfnation/tag/_/n...
Name: url, dtype: object",0,83,6,False,True,False,False,0,False
benign_13695.png,"13695    https://www.espn.go.com/blog/ncfnation/tag/_/n...
Name: url, dtype: object",0,83,6,False,True,False,False,0,False
benign_13700.png,"13700    https://www.espn.go.com/blog/new-york/mets/tag...
Name: url, dtype: object",0,83,6,False,True,False,False,0,False
benign_13705.png,"13705    https://www.espn.go.com/blog/nfcwest/post/_/id...
Name: url, dtype: object",0,83,6,False,True,False,False,0,False
benign_13710.png,"13710    https://www.espn.go.com/blog/nfcwest/tag/_/nam...
Name: url, dtype: object",0,83,6,False,True,False,False,0,False
benign_13715.png,"13715    https://www.espn.go.com/blog/nflnation/tag/_/n...
Name: url, dtype: object",0,83,6,False,True,False,False,0,False
benign_1372.png,"1372    https://www.en.wikipedia.org/wiki/Butch_Reed
Name: url, dtype: object",0,77,3,False,True,False,False,0,False
benign_13720.png,"13720    https://www.espn.go.com/blog/nflnation/tag/_/n...
Name: url, dtype: object",0,83,6,False,True,False,False,0,False
benign_13725.png,"13725    https://www.espn.go.com/blog/nhl
Name: url, dtype: object",0,66,3,False,True,False,False,0,False
benign_13730.png,"13730    https://www.espn.go.com/blog/nhl/post/_/id/975...
Name: url, dtype: object",0,83,6,False,True,False,False,0,False
benign_13735.png,"13735    https://www.espn.go.com/blog/pac12/tag/_/name/...
Name: url, dtype: object",0,83,6,False,True,False,False,0,False
benign_13740.png,"13740    https://www.espn.go.com/blog/sweetspot
Name: url, dtype: object",0,72,3,False,True,False,False,0,False
benign_13748.png,"13748    https://www.espn.go.com/blog/truehoop/post/_/i...
Name: url, dtype: object",0,83,6,False,True,False,False,0,False
benign_1375.png,"1375    https://www.en.wikipedia.org/wiki/Buzzard
Name: url, dtype: object",0,74,3,False,True,False,False,0,False
benign_13753.png,"13753    https://www.espn.go.com/blog/truehoop/tag/_/na...
Name: url, dtype: object",0,83,6,False,True,False,False,0,False
benign_13758.png,"13758    https://www.espn.go.com/boxing/story/_/id/6871...
Name: url, dtype: object",0,83,6,False,True,False,False,0,False
benign_13763.png,"13763    https://www.espn.go.com/college-football/playe...
Name: url, dtype: object",0,83,6,False,True,False,False,0,False
benign_13768.png,"13768    https://www.espn.go.com/college-football/players
Name: url, dtype: object",0,82,3,False,True,False,False,0,False
benign_13773.png,"13773    https://www.espn.go.com/college-football/team/...
Name: url, dtype: object",0,83,6,False,True,False,False,0,False
benign_13778.png,"13778    https://www.espn.go.com/college-football/team/...
Name: url, dtype: object",0,83,6,False,True,False,False,0,False
benign_13783.png,"13783    https://www.espn.go.com/college-football/team/...
Name: url, dtype: object",0,83,6,False,True,False,False,0,False
benign_13788.png,"13788    https://www.espn.go.com/college-football/team/...
Name: url, dtype: object",0,83,6,False,True,False,False,0,False
benign_13793.png,"13793    https://www.espn.go.com/college-football/team/...
Name: url, dtype: object",0,83,6,False,True,False,False,0,False
benign_13798.png,"13798    https://www.espn.go.com/college-football/team/...
Name: url, dtype: object",0,83,6,False,True,False,False,0,False
benign_1380.png,"1380    https://www.en.wikipedia.org/wiki/C%C3%A9gep_d...
Name: url, dtype: object",0,82,6,False,True,False,False,0,False
benign_13803.png,"13803    https://www.espn.go.com/college-sports/footbal...
Name: url, dtype: object",0,83,6,False,True,False,False,0,False
benign_13806.png,"13806    https://www.espn.go.com/espn/blogs
Name: url, dtype: object",0,68,3,False,True,False,False,0,False
benign_13811.png,"13811    https://www.espn.go.com/espn/thelife/sweatspot...
Name: url, dtype: object",0,83,6,False,True,False,False,0,False
benign_13816.png,"13816    https://www.espn.go.com/espnradio/show?showId=...
Name: url, dtype: object",0,83,6,False,True,False,False,0,False
benign_13821.png,"13821    https://www.espn.go.com/free-online-games/spor...
Name: url, dtype: object",0,83,6,False,True,False,False,0,False
benign_13826.png,"13826    https://www.espn.go.com/high-school/boys-socce...
Name: url, dtype: object",0,83,6,False,True,False,False,0,False
benign_1383.png,"1383    https://www.en.wikipedia.org/wiki/C%C3%B4te-Ve...
Name: url, dtype: object",0,82,6,False,True,False,False,0,False
benign_13831.png,"13831    https://www.espn.go.com/livenow/ufc113/
Name: url, dtype: object",0,73,3,False,True,False,False,0,False
benign_13836.png,"13836    https://www.espn.go.com/mens-college-basketbal...
Name: url, dtype: object",0,83,6,False,True,False,False,0,False
benign_13841.png,"13841    https://www.espn.go.com/mens-college-basketbal...
Name: url, dtype: object",0,83,6,False,True,False,False,0,False
benign_13846.png,"13846    https://www.espn.go.com/mens-college-basketbal...
Name: url, dtype: object",0,83,6,False,True,False,False,0,False
benign_13851.png,"13851    https://www.espn.go.com/mens-college-basketbal...
Name: url, dtype: object",0,83,6,False,True,False,False,0,False
benign_13856.png,"13856    https://www.espn.go.com/mens-college-basketbal...
Name: url, dtype: object",0,83,6,False,True,False,False,0,False
benign_1386.png,"1386    https://www.en.wikipedia.org/wiki/C%C3%B4te-de...
Name: url, dtype: object",0,82,6,False,True,False,False,0,False
benign_13862.png,"13862    https://www.espn.go.com/mens-college-basketbal...
Name: url, dtype: object",0,83,6,False,True,False,False,0,False
benign_13867.png,"13867    https://www.espn.go.com/mens-college-basketbal...
Name: url, dtype: object",0,83,6,False,True,False,False,0,False
benign_13872.png,"13872    https://www.espn.go.com/mens-college-basketbal...
Name: url, dtype: object",0,83,6,False,True,False,False,0,False
benign_13877.png,"13877    https://www.espn.go.com/mens-college-basketbal...
Name: url, dtype: object",0,83,6,False,True,False,False,0,False
benign_94576.png,"94576    https://www.1st-name.com/male/sergio
Name: url, dtype: object",0,70,2,False,True,False,False,0,False
benign_94577.png,"94577    https://www.1stauthorinterviews.com/
Name: url, dtype: object",0,70,2,False,True,False,False,0,False
benign_94578.png,"94578    https://www.1stbirthdayparty.com/baby-einstein...
Name: url, dtype: object",0,83,5,False,True,False,False,0,False
benign_94579.png,"94579    https://www.1stcavmedic.com/distinguished_serv...
Name: url, dtype: object",0,83,5,False,True,False,False,0,False
benign_9458.png,"9458    https://www.en.wikipedia.org/wiki/Royal_Air_Maroc
Name: url, dtype: object",0,82,3,False,True,False,False,0,False
benign_94580.png,"94580    https://www.1stcomm.org/1stcomm/
Name: url, dtype: object",0,66,2,False,True,False,False,0,False
benign_94581.png,"94581    https://www.1stfortwayneguide.com/
Name: url, dtype: object",0,68,2,False,True,False,False,0,False
benign_94582.png,"94582    https://www.1stinflowers.com/hospitals_Montrea...
Name: url, dtype: object",0,83,5,False,True,False,False,0,False
benign_94583.png,"94583    https://www.1stopmattress.com/
Name: url, dtype: object",0,64,2,False,True,False,False,0,False
benign_94584.png,"94584    https://www.1stperfume.com/brands-e-etro-vicol...
Name: url, dtype: object",0,83,5,False,True,False,False,0,False
benign_94585.png,"94585    https://www.1stperfume.com/lairdtfdp53.html
Name: url, dtype: object",0,77,3,False,True,False,False,0,False
benign_94586.png,"94586    https://www.1stperfume.com/women-s-fragrances-...
Name: url, dtype: object",0,83,5,False,True,False,False,0,False
benign_94587.png,"94587    https://www.1stroyals.org/HRH.html
Name: url, dtype: object",0,68,3,False,True,False,False,0,False
benign_94588.png,"94588    https://www.1stvapromotions.com/
Name: url, dtype: object",0,66,2,False,True,False,False,0,False
benign_94589.png,"94589    https://www.1stwebdesigner.com/tutorials/creat...
Name: url, dtype: object",0,83,5,False,True,False,False,0,False
benign_9459.png,"9459    https://www.en.wikipedia.org/wiki/Royal_Artill...
Name: url, dtype: object",0,82,6,False,True,False,False,0,False
benign_94590.png,"94590    https://www.1tshirtsworld.com/garage-clothing....
Name: url, dtype: object",0,83,6,False,True,False,False,0,False
benign_94591.png,"94591    https://www.1tshirtsworld.com/lloyd-klein-clot...
Name: url, dtype: object",0,83,5,False,True,False,False,0,False
benign_94592.png,"94592    https://www.1up.com/
Name: url, dtype: object",0,54,2,False,True,False,False,0,False
benign_94593.png,"94593    https://www.1up.com/boards
Name: url, dtype: object",0,60,2,False,True,False,False,0,False
benign_94594.png,"94594    https://www.1up.com/boards/forums/show/4.page
Name: url, dtype: object",0,79,3,False,True,False,False,0,False
benign_94595.png,"94595    https://www.1up.com/do/join1
Name: url, dtype: object",0,62,2,False,True,False,False,0,False
benign_94596.png,"94596    https://www.1up.com/do/my1Up?publicUserId=5468429
Name: url, dtype: object",0,83,2,False,True,False,False,0,False
benign_94597.png,"94597    https://www.1up.com/features/
Name: url, dtype: object",0,63,2,False,True,False,False,0,False
benign_94598.png,"94598    https://www.1up.com/features/gallery-video-gam...
Name: url, dtype: object",0,83,5,False,True,False,False,0,False
benign_94599.png,"94599    https://www.1up.com/features/method-developing...
Name: url, dtype: object",0,83,5,False,True,False,False,0,False
benign_946.png,"946    https://www.issuu.com
Name: url, dtype: object",0,53,2,False,True,False,False,0,False
benign_9460.png,"9460    https://www.en.wikipedia.org/wiki/Royal_Aviation
Name: url, dtype: object",0,81,3,False,True,False,False,0,False
benign_94600.png,"94600    https://www.1up.com/features/tom-bruce-28
Name: url, dtype: object",0,75,2,False,True,False,False,0,False
benign_94601.png,"94601    https://www.1up.com/games/ps2/shadow-colossus/
Name: url, dtype: object",0,80,2,False,True,False,False,0,False
benign_94602.png,"94602    https://www.1up.com/games/ps3/ico-shadow-colossus
Name: url, dtype: object",0,83,2,False,True,False,False,0,False
benign_94603.png,"94603    https://www.1up.com/games/ps3/the-last-guardian/
Name: url, dtype: object",0,82,2,False,True,False,False,0,False
benign_94604.png,"94604    https://www.1up.com/news/fumito-ueda-discusses...
Name: url, dtype: object",0,83,5,False,True,False,False,0,False
benign_94605.png,"94605    https://www.1up.com/news/fumito-ueda-reflects-...
Name: url, dtype: object",0,83,5,False,True,False,False,0,False
benign_94606.png,"94606    https://www.1up.com/news/legendary-pictures-pi...
Name: url, dtype: object",0,83,5,False,True,False,False,0,False
benign_94607.png,"94607    https://www.1up.com/news/portal-2-valve-last-g...
Name: url, dtype: object",0,83,5,False,True,False,False,0,False
benign_94608.png,"94608    https://www.1up.com/news/team-ico-make-the-las...
Name: url, dtype: object",0,83,5,False,True,False,False,0,False
benign_94609.png,"94609    https://www.1up.com/news/the-last-guardian-tea...
Name: url, dtype: object",0,83,5,False,True,False,False,0,False
benign_9461.png,"9461    https://www.en.wikipedia.org/wiki/Royal_Commis...
Name: url, dtype: object",0,82,6,False,True,False,False,0,False
benign_94610.png,"94610    https://www.1up.com/reviews/bulletstorm-review
Name: url, dtype: object",0,80,2,False,True,False,False,0,False
benign_94611.png,"94611    https://www.1upcollectibles.com/
Name: url, dtype: object",0,66,2,False,True,False,False,0,False
benign_94612.png,"94612    https://www.1upproductions.com/
Name: url, dtype: object",0,65,2,False,True,False,False,0,False
benign_94613.png,"94613    https://www.1uprecords.com/
Name: url, dtype: object",0,61,2,False,True,False,False,0,False
benign_94614.png,"94614    https://www.1upshirts.com/
Name: url, dtype: object",0,60,2,False,True,False,False,0,False
benign_94615.png,"94615    https://www.1upsoftware.com/
Name: url, dtype: object",0,62,2,False,True,False,False,0,False
benign_94616.png,"94616    https://www.1uptravel.com/flag/flags/keywordf....
Name: url, dtype: object",0,83,6,False,True,False,False,0,False
benign_94617.png,"94617    https://www.1uptravel.com/flag/flags/keywordl....
Name: url, dtype: object",0,83,6,False,True,False,False,0,False
benign_94618.png,"94618    https://www.1uptravel.com/flag/flags/keywordm....
Name: url, dtype: object",0,83,6,False,True,False,False,0,False
benign_94619.png,"94619    https://www.1upusa.com/
Name: url, dtype: object",0,57,2,False,True,False,False,0,False
benign_9462.png,"9462    https://www.en.wikipedia.org/wiki/Royal_Montre...
Name: url, dtype: object",0,82,6,False,True,False,False,0,False
benign_94620.png,"94620    https://www.1upusa.com/bike_trainer.html
Name: url, dtype: object",0,74,3,False,True,False,False,0,False
benign_94621.png,"94621    https://www.1upvideogames.com/
Name: url, dtype: object",0,64,2,False,True,False,False,0,False
benign_94622.png,"94622    https://www.1upyourday.com/
Name: url, dtype: object",0,61,2,False,True,False,False,0,False
benign_94623.png,"94623    https://www.1upyourlife.com/
Name: url, dtype: object",0,62,2,False,True,False,False,0,False
benign_94624.png,"94624    https://www.1worldfilms.com/italy.htm
Name: url, dtype: object",0,71,3,False,True,False,False,0,False
benign_94625.png,"94625    https://www.1worldfilms.com/leolo.htm
Name: url, dtype: object",0,71,3,False,True,False,False,0,False
benign_94626.png,"94626    https://www.1wrestling.com/2010/10/21/funks-co...
Name: url, dtype: object",0,83,5,False,True,False,False,0,False
benign_94627.png,"94627    https://www.2-pop.com/VFXPro/article/78380
Name: url, dtype: object",0,76,2,False,True,False,False,0,False
benign_94628.png,"94628    https://www.2-popforums.com/forums/showthread....
Name: url, dtype: object",0,83,6,False,True,False,False,0,False
benign_94629.png,"94629    https://www.2-tickets.com/tickets/NHL_ice_hock...
Name: url, dtype: object",0,83,5,False,True,False,False,0,False
benign_9463.png,"9463    https://www.en.wikipedia.org/wiki/Royal_Navy_o...
Name: url, dtype: object",0,82,6,False,True,False,False,0,False
benign_94630.png,"94630    https://www.2-tickets.com/tickets/NHL_ice_hock...
Name: url, dtype: object",0,83,5,False,True,False,False,0,False
benign_94631.png,"94631    https://www.2-tickets.com/tickets/seating_char...
Name: url, dtype: object",0,83,5,False,True,False,False,0,False
benign_94632.png,"94632    https://www.2-under-2.blogspot.com/
Name: url, dtype: object",0,69,3,False,True,False,True,0,False
benign_94633.png,"94633    https://www.2000villas.com/wing/cen-apartments...
Name: url, dtype: object",0,83,5,False,True,False,False,0,False
benign_94634.png,"94634    https://www.2008.nbcolympics.com/beachvolleyba...
Name: url, dtype: object",0,83,6,False,True,False,False,0,False
benign_94635.png,"94635    https://www.2008.nbcolympics.com/teamusa/meett...
Name: url, dtype: object",0,83,6,False,True,False,False,0,False
benign_94636.png,"94636    https://www.2009baseballworldcup.com/index.php...
Name: url, dtype: object",0,83,6,False,True,False,False,0,False
benign_94637.png,"94637    https://www.2009calendar.ca/february-2009-cale...
Name: url, dtype: object",0,83,5,False,True,False,False,0,False
benign_94638.png,"94638    https://www.2009jerseys.net/nhl-jerseys-2010-s...
Name: url, dtype: object",0,83,5,False,True,False,False,0,False
benign_94639.png,"94639    https://www.2010cssc.com/
Name: url, dtype: object",0,59,2,False,True,False,False,0,False
benign_9464.png,"9464    https://www.en.wikipedia.org/wiki/Royal_Quebec...
Name: url, dtype: object",0,82,6,False,True,False,False,0,False
benign_94640.png,"94640    https://www.2010legaciesnow.com/jacques_demers/
Name: url, dtype: object",0,81,2,False,True,False,False,0,False
benign_94641.png,"94641    https://www.2010worldcuplivestream.com/watch-l...
Name: url, dtype: object",0,83,5,False,True,False,False,0,False
benign_94642.png,"94642    https://www.2011auditions.com/disney-channel-w...
Name: url, dtype: object",0,83,5,False,True,False,False,0,False
benign_94643.png,"94643    https://www.2011baseballcanadamidgetchampionsh...
Name: url, dtype: object",0,83,4,False,True,False,False,0,False
benign_94644.png,"94644    https://www.2011cycc.ca/
Name: url, dtype: object",0,58,2,False,True,False,False,0,False
benign_94645.png,"94645    https://www.2011midwestlectureshipconference.org/
Name: url, dtype: object",0,83,2,False,True,False,False,0,False
benign_94646.png,"94646    https://www.2012-doomsday-predictions.com/2538...
Name: url, dtype: object",0,83,5,False,True,False,False,0,False
benign_94647.png,"94647    https://www.2027cellars.ca/
Name: url, dtype: object",0,61,2,False,True,False,False,0,False
benign_94648.png,"94648    https://www.20buckspin.com/site/releases/spin0...
Name: url, dtype: object",0,83,5,False,True,False,False,0,False
benign_94649.png,"94649    https://www.20cascadeway.com/
Name: url, dtype: object",0,63,2,False,True,False,False,0,False
benign_9465.png,"9465    https://www.en.wikipedia.org/wiki/Royal_Regime...
Name: url, dtype: object",0,82,6,False,True,False,False,0,False
benign_94650.png,"94650    https://www.20essexst.com/member/simon-milnes
Name: url, dtype: object",0,79,2,False,True,False,True,0,False
benign_94651.png,"94651    https://www.20x200.com/art/2009/10/rodeo-stars...
Name: url, dtype: object",0,83,5,False,True,False,False,0,False
benign_94652.png,"94652    https://www.20yardline.com/current/marlin-bris...
Name: url, dtype: object",0,83,5,False,True,False,False,0,False
benign_94653.png,"94653    https://www.20yardline.com/green-bay-packers-a...
Name: url, dtype: object",0,83,5,False,True,False,False,0,False
benign_94654.png,"94654    https://www.20yardline.com/green-bay-packers-a...
Name: url, dtype: object",0,83,5,False,True,False,False,0,False
benign_94655.png,"94655    https://www.20yardline.com/kansas-city-chiefs-...
Name: url, dtype: object",0,83,5,False,True,False,False,0,False
benign_94656.png,"94656    https://www.21-grams.co.uk/
Name: url, dtype: object",0,61,3,False,True,False,False,0,False
benign_94657.png,"94657    https://www.2100-100aa.net/
Name: url, dtype: object",0,61,2,False,True,False,False,0,False
benign_94658.png,"94658    https://www.2124thstreet.com/
Name: url, dtype: object",0,63,2,False,True,False,True,0,False
benign_94659.png,"94659    https://www.21grams.co.nz/
Name: url, dtype: object",0,60,3,False,True,False,False,0,False
benign_9466.png,"9466    https://www.en.wikipedia.org/wiki/Royal_Society
Name: url, dtype: object",0,80,3,False,True,False,False,0,False
benign_94660.png,"94660    https://www.21gramswine.com/
Name: url, dtype: object",0,62,2,False,True,False,False,0,False
